"fnessays";"content"
"data1_00_068.txt";"Information Hiding ist notwendig um auf Methoden ""Eigenschaften zugreifen zu können, sie jedoch verändern zu können. d.h. man versteht etwas in einer Klasse."
"data1_00_073.txt";"Information Hiding bewirkt das verstecken von Information, d.h. die Variablen nachname und angemeldet können nach ihrer Zuweisung nicht mehr geändert werden."
"data1_00_074.txt";"I.H. meint das versteckte Übergeben von Informationen, die man nur bekommt, wenn man bestimmte Parameter kennt. Das soll verhindern, dass immer jeder auf alle Infos zugreifen und sie einsetzen kann."
"data1_00_081.txt";"durch deklarierte Methoden können nur durch get bzw set aufgerufen werden. private verhindert das Methoden in anderen Klassen benutzt werden"
"data1_00_098.txt";"Schützen Methoden gegen Zugriff von Aussen. Dadurch wird verhindert dass durch die anderen Zugriffe der Inhalt geändert werden kann"
"data1_00_104.txt";"Es müssen nicht alle Daten bei einer Implementierung neu geschrieben werden. Um das Programm nicht mit überflüssigen Infos zu überhäufen verbirgt man die Daten, die dann durch einen Code (getNachname) aufgerufen werden können."
"data1_05_010.txt";"Durch diese kann man Nachname und angemeldet nicht mehr sehen"
"data1_05_016.txt";"verstecken der Implementierung der Klasse hinter einer Methode, ich habe Zugriff nur über Methoden class Student{} string name=new string string semester=new string { this.name=name;"
"data1_05_023.txt";"""Nachname"" und ""Angemeldet"" sind als ""Private"" deklariert. d.h. sie können nur aus der selben Klasse gesehen werden. Package: Wenn als Package deklariert, dann ist es möglich sie aus der Klasse, den abgeleiteten Klassen und aus dem Package zu verwenden. Protected: Können nur aus der Klasse und aus abgeleiteten Klassen verwendet werden. Public: können von sämtlichen Klassen verwendet werden"
"data1_05_062.txt";"Durch das Wort private kann nicht mehr direkt auf eine Klasse zugegriffen werden., sondern nur über den Aufruf von den Methoden. Nachname u. angemeldet wurden hier als private definiert. Haben den gleichen Namen u. die gleichen Vornamen und befinden an unterschiedlich Orten."
"data1_05_086.txt";"Beim Information Hiding kann man Variablen und Operationen verstecken. Der Vorteil ist aber dass man die versteckten Variablen trotzdem benutzen und verändern kann und die versteckten Bezeichnungen und Variablen werden nicht verändert. Aus dem obigen Beispiel erkennt man, dass man auf die Variablen nachname und angemeldet nicht verändern kann außer die Werte."
"data1_05_105.txt";"Mit der Hilfe von private und protected kann den Zugriff zur Information beschränkt."
"data1_10_015.txt";"Mittels Deklaration als private kann verhindert werden, dass diese Klassen von außerhalb aufgerufen werden können Die beiden Variablen nachname und angemeldet sind dadurch von Zugriff außerhalb der Klasse geschützt."
"data1_10_018.txt";"Information hiding bedeutet, daß der Inhalt nicht für jeden sichtbar ist. In den Fall bedeutet ""private"", daß diese Variablen und ihre werte nur in dieser Klasse sichtbar und zugreiffbar sind."
"data1_10_022.txt";"Information hiding dient dazu, daß man bestimmten Information ""verstecken"" kann und damit nicht allen Klassen zugängig macht."
"data1_10_032.txt";"die Klasse wird hinter der Methode versteckt mit der get, set Methode sind immer public und die Klasse privat"
"data1_10_036.txt";"Information Hiding versteckt die Klasse hinter der Methode.  Es wird mit ""private"" deklariert (Klassen Name) Die Methode wird durch ""public"" (veröffentlich) weil jede Klasse an die Methode noch zusätzlich ""get x"" und ""set x"" haben damit es überhaupt funktioniert Sonst kommt ein fehler raus Bei Information Hiding können wir die Variablen oder anders gesagt die Klasse durch die Methode aufrufen"
"data1_10_040.txt";"private nachname und angemeldet diese 2 Instanzvaraiblen können nur in der Klasse Student gelesen werden. kein Zugriff von außen Information Hiding nachname und vorname und angemeldet sollen nicht in Zusammenhang gebracht werden können außerhalb dieses Klasse"
"data1_10_041.txt";"In Instanz-Variablen in der Klasse wird vor Zugriff von klassen von außerhalb geschützt Data-Kapselung"
"data1_10_049.txt";"Information Hiding heißt, dass auf Grund der ""Data Encapsulation"" auf die Variablenwerte von Objekten (diese sind ja ""private"" definiert) nur über Anruf von Methoden zugriffen werden kann."
"data1_10_050.txt";"Mittels Information hiding wird der Zugriff auf bestimmte Variablen / Methoden beschränkt.  Es gibt verschiedene Stufen (public, package, private, protected). In obigem Bsp. kann aufgrund von ""private"" auf die Variable nachname und angemeldet nur aus der Klasse oder einem Package zugegriffen werden, nicht aber von Subklassen."
"data1_10_051.txt";"die beiden variablen  nachname und angemeldet sind durch den Zusatz private für andere Klassen nicht mehr zugänglich. Sie können nur mehr in der Klasse Student verwendet werden."
"data1_10_058.txt";"Private string nachname; Private boolean angemeldet   Zugriffbarkeit  Private verhindert den Zugriff dieser Variablen von außen. Diese Variablen kann nur in Klasse ""Student"" nutzen und aufrufen sonst die anderen Klassen können diese nicht aufrufen. Protect die Informationen in einer Klasse von außen Zugriff."
"data1_10_060.txt";"durch die Deklarierung private können die Variablen nur in der Klasse in der sie erzeugt wurden, verwendet werden. Auch Subklassen haben keinen Zugriff auf die als private deklarierten Klassen."
"data1_10_067.txt";"Auf die Variablen von einer Instanz der Klasse Student kann von außen nicht direkt zugegriffen werden. es können nur die Methoden aufgerufen werden um die Variablen anzusehen."
"data1_10_071.txt";"die Variable nachname ist als private definiert, kann also von außerhalb der klassendefinition nicht geändert werden."
"data1_10_083.txt";"Bei sensiblen Daten kann man durch I.H nur über Methoden und nicht direkt auf die Variablen zugreifen. Des weiteren können damit Fehler vermieden werden Im Bsp. wird abgefragt ob eine Instanzvariable angemeldet wahr oder falsch ist Es kann allerdings aus anderen Kl. (= ) nicht auf diese zugegriffen werden. Abhilfe über Methoden, die nur den Wert zurückgeben "
"data1_10_089.txt";"Dient zur Sicherung von Daten nach aussen. private ist eine Alterbeit den Zugriffs kann der alle es besagt, dass auf angemeldet und nachname in der Klasse Student zugegriffen werden kann. public... es kann auch von aussen (z.B. anderen Klassen) auf die Methode zugegriffen werden. Standard einstellung: package"
"data1_15_008.txt";"Information Hiding ist ein Begriff für das verstecken der Variablen einer Klasse (private boolean angemeldet) hinter der Methode Das heißt auf die Variablen kann nur über die Methoden zugegriffen werden"
"data1_15_011.txt";"Mit d. Schlüsselwörtern private kann nur innerhalb d. eigenen Klasse auf d. Variablen zugegriffen werden. Außerhalb davon sind sie nicht erreichbar."
"data1_15_025.txt";"Keine direkter zugriff auf die variable sondern Methoden Aufruf private string nachname private boolean angemeldet"
"data1_15_034.txt";"durch ""private"" ist der Zugriff auf Objekte und Variablen beschränkt, es darf nur aus der selben Klasse zugegriffen werden dadurch ist die Information vor Zugriff und veränderung von ausserhalb geschützt"
"data1_15_039.txt";"Information Hiding dient dazu, gewisse hier z.B. die Variable ""String nachname"" zu verstecken, d.h. sie nicht von jeder beliebigen Klasse (oder Program) ausführbar zu machen. Das wird hier durch die Eigenschaft ""privat"" gekennzeichnet."
"data1_15_048.txt";"Information hiding wird im Java benutzt, um den zugriff auf klassen Methoden oder Variablen zu regeln. Das prinzip wird auch Datenkapselung genannt. Es gibt vier mögliche Einstellungen: public: der Zugriff aus allen Klassen möglich private: nur die Klasse, in der das als private erstellte Objekt deklariert wurde und daraus abgeleitete Klassen + Klassen des gleichen Packages können darauf zugreifen protected: nur die Klasse, in der es erstellt wurde + Klassen des gleichen Packages können darauf zugreifen wird kein Wert gesetzt wird automatisch der Standardwert package verwendet"
"data1_15_084.txt";"die Variablen nachname und angemeldet sind hidden Variablen; d.h. nur die Mitglied Funktion der Klasse können den Zugriff haben; Ausserhalb der Klasse kann man die Werte lesen noch ändern"
"data1_15_085.txt";"Information Hiding bedeutet, dass in einer Klasse solche Variablen deklariert sind, die nur durch eine Methode aufrufbar sind. Wie zum Beispiel angemeldet. Variable Angemeldet kann mit der Methode istAngemeldet angerufen werden."
"data1_15_094.txt";"Information Hiding verfolgt das Konzept der Sicherheit vor unauthorizierter Manipulation des Datenmaterials und ermöglicht eine nachfolgende einfache Änderung des Programmes, da nicht der gesamte Quellcode überarbeitet werden muß sondern die einzelen Methoden, die geändert werden sollen! In diesen Beispiel zum Beispiel könnte man in Get Nachname () noch weitere features einbauen (Bsp. Get Nachname ruft eine Methode auf die ein Logfile mit den Daten des Abfragers speist)"
"data1_20_002.txt";"Dient dem Sicherheitaspekt die Werte der Variablen nachname und angemeldet können nur mit Hilfe von Methodenaufrufen ermittelt werden; ansonsten sind diese Variable nicht direkt aufrufbar/ versteckt (vor allem v für Klassen, die der Definition von private nicht entsprechen)."
"data1_20_020.txt";"die mit dem Schlüsselwort private definierten Werte können nur innerhalb der Klasse ausgelesen werden. um der Wert der variablen auszulesen wird die Methode getnachname generiert. Von außen kann der Wert der mit private definierten variablen nicht ausgelesen werden. somit kann der wert sicher vorborgen werden."
"data1_20_026.txt";"wir können etwas verstecken, aber nicht alles.  Wir brauchen diese Funktion zum Schutz der Daten. Wir haben als private nachname deklariert und das bedeutet das nachname kann nur in Klasse Student verwendet werden (in der Klasse wo sie deklariert ist), nicht in abgeleiteten Klassen."
"data1_20_033.txt";"Die Implementierung der Daten kann verändert werden, ohne dass Programmcode außerhalb der Klasse geändert werden muß. Der Zugriff auf die verschiedenen Variablen kann eingeschränkt werden. Dies verhindert sowohl Datenmanipulation, als auch irrtümliche Veränderung oder Abfrage der Daten.  Außerdem können damit die Programmierfehler eingeschränkt werden."
"data1_20_044.txt";"Als Information Hiding bezeichnet man das Verstecken von Informationen einer Klasse. Das heißt daß es nicht möglich ist direkt auf Variablen zuzugereifen, sondern nur über den Anruf einer entsprechenden Methode. Dieses Konzept der OOP wird auch ""Data Encapsulation"" oder Datenkapselung genannt."
"data1_20_047.txt";"mit ""private"" deklariert man kann nur über die Klasse die sie enthält nur darauf zugereifen setzen einer Variable mit set variablenName zurückgeben mit get variablenName"
"data1_20_054.txt";"Information Hiding dient dazu einige / alle private deklarierten Variablen und Methoden zu ""verstecken"" bzw. den Zugriff auf sie einzuschränken. z.B. private String nachname und private boolean angemeldet können nur innerhalb der Klasse Student gesetzt/ geändert werden."
"data1_20_057.txt";"Durch Information Hiding wird der Zugriff auf bestimmte Variablen eingeschränkt, und ist nur noch über die implementierten 		(von außerhalb der Klasse oder des Packages) Methoden möglich In unserem Fall verhindert die Deklaration der Variablen als private (eingeschränkte Sichtbar- und Nutzbarkeit), das auf die Variablen von außerhalb der klasse zugegriffen wird."
"data1_20_063.txt";"Die in einer Klasse deklarierten Variablen können durch ""Hiding"" ""versteckt"" werden, das bedeutet, ihre Werte können nicht geändert werden. Zugriff eingeschränkt. Das wird erreicht durch das Erklären der Variable als ""private"". Mit getMethode bzw setMethode kann auf Werte zugegriffen werden, u. diese können verändert werden"
"data1_20_075.txt";"wenn Infos nicht von überall her (aus allen Klassen) aufgerufen werden sollen/können; (zB bei Code Bsp) mit Nachname können auf Instanzvariablen und Methoden um vor die Werte am zugegriffen werden, an der sie implementiert werden sind. Das gilt für private String nachname; private boolean angemeldet;"
"data1_20_079.txt";"Information Hiding bedeutet den Zugriff auf Instanzvariablen zu erschweren, in dem man sie ""private"" deklariert. Dadurch müssen eigene Methoden geschrieben werden, mit denen auf die Variable zugegriffen werden kann. In obigen Bsp.: private String nachname; Dadurch kann von außerhalb der Klasse nur durch getVorname() zugegriffen werden."
"data1_20_080.txt";"Betrifft die Sichtbarkeit bzw. den Zugriff auf beschränkte Methoden oder Variablen. Private: Variablen und Methoden lassen sich nur von der Klasse, in der sie erzeugt werden, verwenden bzw. aufrufen. Hier: private String nachname private boolean angemeldet Kein Zugriff von außen möglich."
"data1_20_091.txt";"Information Hiding: Variable sind nur über Methoden zugänglich, werden als private deklariert, können nicht geändert werden (nachname, angemeldet)"
"data1_20_092.txt";"Eine Variable (hier: ""nachname"" und ""angemeldet"") wird als private deklariert damit man nicht direkt auf sie zugreifen kann sondern über Methodenaufruf (hier: ""istAngemeldet"" und ""getNachname"")"
"data1_20_096.txt";"Man hat die Variablen nachname und angemeldet private deklariert. Damit können die Werte und der Zugriff nur über Methoden ausgelesen werden. Zugriffsbeschränkung weil man aus anderen Klassen nicht auf diese Variablen zugreifen kann."
"data1_20_101.txt";"private String nachname; Von außen kann nicht auf die Variablen zugegriffen werden! Methoden müssen public deklariert werden. public void print() Nur innerhalb der eigenen Klasse gültig."
"data1_25_052.txt";"Information hiding wird mit dem Schlüsselwort private eingeleitet. Durch das Deklarieren der Variablen als ""private"" wird der Zugriff auf diese Variablen von aussen unmöglich. Dies ermöglicht (neben der erläuterten Zugriffssteuerung) auch eine leichtere Änderung der Variable ohne dass der äußere programcode geändert werden muß. Außerdem wird die Datenmnipulation oder versehentliche Änderung der Daten verhindert."
"data1_25_061.txt";"Die Instanzvariablen sind private deklariert und es kann nur durch die Methode print(), die public zugegriffen werden. erhöht Sicherheit."
"data1_25_078.txt";"private String nachname; private boolean angemeldet; ""Information Hiding"" versteckt Daten durch privat Um Daten anzugreifen, benötigt man get und get Methoden"
"data1_25_082.txt";"Durch das Wort ""private"" vor der Deklaration der Variablen sind die sichtbarkeit von Vorname und angemeldet auf die eigene Klasse beschränkt. Zugriff von außerhalb der Klasse ist nur durch den Rückgabewert einer Methode (welche sich ja in der gleichen Klasse befindet) möglich."
"data1_30_001.txt";"Information Hiding wird mit dem Schlüsselwort private eingeleitet und dann kann man nur noch mit get oder set Methoden auf die Variablen zugreifen. Das verhindert Datenmanipulation und ein Überschreiben der private Variablen oder Methoden. Auch unerlaubte Datenzugriffe werden erschwert. Im Gegenatz dazu die public Variablen, auf die kann jede Klasse und Methode zugreifen. Gut in diesem Beispiel ersichtlich, da beide verwendet werden."
"data1_30_013.txt";"Information hiding: mit Keyword private private bewirkt, daß auf die Variablen die private deklariert sind nur innerhalb der Klasse zugegriffen werden kann. Funktioniert auch mit Methoden  durch Methoden wie z.B. getName die public sind und den namen enthalten kann auch von einer anderen Klasse auf den mann zugegriffen werden"
"data1_30_017.txt";"Durch diese Deklaration der Variablen nachname kann der Variablen nur innerhalb der Klasse ein Wert zugewiesen werden. Sinn: Verhindern von unzulässigen Beeinflussungen versehentliches Löschen nicht möglich. Der Wert kann eben nur mit Hilfe von SET und GET MEthoden geändert bzw. aufgerufen werden. Dann auch von Außerhalb. (sofern die Methode public) Sicherheitsmaßnahme"
"data1_30_028.txt";"private string nachname private boolean angemeldet wenn wir benutzen ""privat"", einschränken wir die Zugriff auf fremden classe und verhindern wir irrtümliche Veränderungen. Es gibt noch set und get (public) Methoden zur Einschränkungen"
"data1_30_030.txt";"Information Hiding ist das ""verstecken"" von Variablen, so dass sie nur über die Methoden den Klasse aufrufbar sind! Sowohl die variable ""angemeldet"" als auch ""nachname"" sind als private deklariert und können somit vom außerhalb der Klasse nur über die Methoden initialisiert oder aufgerufen (abgefragt) und geändert werden! Diese Methoden werden meist als public definiert (je nachdem von wo aus sie aufgerufen werden sollen!)"
"data1_30_031.txt";"Information Hiding wird auch Data Encapsulation genannt. Es werden die Variablen private deklariert. Dadurch können die Variablen nur in der Klasse selbst aufgerufen werden, es kann nicht direkt auf sie zugriffen werden, sondern über die Methoden get und set. Sie dient dazu, um Veränderungen aus anderen Klassen zu vermeiden."
"data1_30_037.txt";"Durch Informationen Hiding wird die Sicherheit und den Zugriff auf die Variable beschränkt. Man kann auf die variable durch eine public deklarierte Methode zugreifen."
"data1_30_042.txt";"information Hiding: ist verstecken der Implementierung einer Klasse hinter der Methoden die auf ihre Klassendaten ausgeführt werden. z.B. private, public, protected, package In der oberigen Bsp. ist nachname und angemeldet PRIVAT deklariert d.h. auf die 2 Variablen kan nur aus dieser Klasse zugegrifen werden. Die Methode PRINT ist PUBLIC deklariert d.h. auf die Methode kann jeder zugreifen."
"data1_30_046.txt";"Wenn eine variable hidden, bzw. private ist, kann sie außerhalb der Klasse nicht abgerufen werden. Es muss zuerst mit Hilfe von Methoden z.B. get public gemacht werden um dann weiter verarbeitet werden zu können."
"data1_30_053.txt";"Die Informationen einer Klasse sollen so gut wie möglich geschützt werden um Datenmanipulation und ungewünschte änderungen zu vermeiden. In der Klasse Student sind die Var, nachname u. angemeldet private deklariert. Dies bedeutet, dass nur aus der klasse Student auf diese Variablen zugriffen werden kann. Die Variable Vorname  es wird package angenommen Nur aus der eigenen Klasse und den package 			(Student)"
"data1_30_059.txt";"Der String Nachname + boolean angemeldet sind als private definiert, somit für andere Klassen nicht sichtbar. die Methoden istAngemeldet und getNachname habe ich public definiert. Sie sind somit in der Klasse Student, und können, da sie nach außen hier sichtbar sind. von anderen Klassen aufgerufen werden, und damit den Wert der als private deklarierten Variablen zurückliefern."
"data1_30_066.txt";"auf die Instanzvariablen nachname und angemeldet kann man aus der Klasse Student zugriffen werden, sie können also nur über die Methoden istAngemeldet() und getNachname() angesprochen werden. dadurch kann keiner unzulässig, (oder ungewünschte) ändern, den Variablen aus einen fremde Klasse verhindert werden. Information Hiding verwendet durch die Deklaration von Variable als ""private""."
"data1_30_069.txt";"die Instanzvariable nachname und angemeldet ist nur innerhalb von Klasse abrufbar. D.H. um diese Information abrufen zu können müssen extra Methoden definiert werden (wie vorigen beispiel) erst durch abrufen von jeweiligen Methoden (für nachname: getNachname(), und für angemeldet: istAngemeldet() werden die informationen durch jeweiligen Methoden abrufen. Information Hiding wird benutzt, um bestimmte Informationen außerhalb Klassen (vor fremden Klasse) nicht direkt abrufen / manipuliert werden können. (für Sicherheit oder leichte erweiterbarkeit/modizifierbar d. Klassen)"
"data1_30_070.txt";"class Pruefung { String Vorlesung; String datum; private int note; public void setNote(int note) { } this.note = note; public int getNote() { return note; } } class Profesor { public static main(String[] args) { Pruefung karl = neu Pruefung(); karl.vorlesung = ""Java""; karl.datum = ""2004-04-30""; karl.note = 1; karl.setNote(1); } } class intfalsch das geht. Professor hat Zugriff nur zu Methoden set/getName, aber keinen direkten Zugriff zu Instanzvariable Note."
"data1_30_072.txt";"Datenkapselung (data encapsulation) d.h. man kann nicht direkt auf die Variablen zugreifen, sondern nur über Methodenaufruf. Vorteile: Vermeiden von Programmfehlern und Datenmanipulation Implementierung der Daten, ohne das der Programmcode d. Klasse geändert werden muß"
"data1_30_087.txt";"Durch das Schreiben von private vor die Instanzvariablen wird ein direktes Zugreifen verhindert. Der Zugriff erfolgt über die Methoden istAngemeldet() und getNachname()"
"data1_30_090.txt";"Information Hiding ist das verstecken der Implementierung der Klasse hinter der Methode. Also beim direkten Zugriff auf die Variablen muß via Methodenaufruf.  Bsp. die Variablen nachname und angemeldet werden mit ""private"" deklariert. Also kann man via Methodenaufruf auf die Variablen zugegriffen werden."
"data1_30_093.txt";"Die beiden Variablen ""nachname"" und ""angemeldet"" sind private und somit nur aus der eigenen Klasse ansprech- und änderbar. Damit verhindert man die Manipulation von außen Um dennoch auf die Werte dieser Variablen von aussen zugreifen zu können, werden die zwei gefragten Methoden implementiert. Somit lässt sich durch Information hiding der Zugriff steuern."
"data1_30_095.txt";"Variablen werden als private deklariert können nur über die Methoden aufgerufen werden! Vorteile: ""beschränkt"" Datenmanipulation Programmierfehler werden beschränkt"
"data1_30_097.txt";"Durch Information Hiding wird der Zugriff auf Variablen eingeschränkt. Es verhindert somit einen (ungewollte) direkten Zugriff auf die Variablen. Es kann nur indirekt Methoden auf die Variablen zugegriffen werden. Die Variablen müssen als private deklariert sein, Beispiel: private String nachname; private boolean angemeldet;"
"data1_30_099.txt";"nachname und zugemeldet sind nur innerhalb der class verwendbar (und in den Methoden), weil private mit den Methoden get kann ich indirekt zugreifen, da sie package access haben und von public (alle classes haben darauf Zugriff) Methode print aufgerufen werden. Nur der ""vorname"" wäre auch mit package access (man fragt sich, weshalb)"
"data1_30_102.txt";"Es kann nicht direkt auf die Variablen nachname und angemeldet zugegriffen werden, da private definiert. Schützt vor unerlaubtem Zugriff Schützt vor Fehlern beim programmieren Damit die genannten Variablen geschützt werden können, muss der Zugriff mit einer eigenen Methode erfolgen. getNachname ist Angemeldet"
"data1_30_103.txt";"Data Encapsulation Zugriff auf die Daten einer Klasse können nur durch Befehle erfolgen. Es besteht nicht die Mõglichkeit direkt auf die Variablen einer Klasse zuzugreifen. deklaration mit dem Schlüsselwort ""private""."
"data1_30_106.txt";"Mittels Information Hiding werden Methoden und Eigenschaften einer Klasse nach außen ""unsichtbar"" gemacht. Beispiel: private String nachname; Durch ""private"" kann auf nachname nur innerhalb der Klasse die Eigenschaft nachname vesucht werden. Von außen ist die Eigenschaft unsichtbar und kann nicht gelesen oder geschrieben werden. Diese könnte nur über ev. Methoden (z.B. setNachname) durchgeführt werden. Dadurch wird Übersichtlichkeit erreicht. Weiters können damit unvorhergesehene Abläufe durch unbeabsichtigtes Ändern der Eigenschaft von außen verhindert werden."
"data1_30_107.txt";"Variable nachname ist mit ""Private"" deklariert. Kann nur in der Klasse Student verwendet und verändert werden. Sinn: Außerhalb der Klasse nicht sichtbar. veränderbar. Schutz von Außen Zugriff über get und set Befehle."
"data1_35_003.txt";"Information hiding bedeutet das verstecken von Informationen hinter den methoden. die Variablen werden als ""private"" definiert zB.: private String nachname die Methode kann dann diese Variablen mit ""get"" oder ""set"" ausbrechen zB.: public Student getNachname (...){...} diese Methode muss dann als ""pubilc"" definiert werden"
"data1_35_043.txt";"Information Hiding wird in Java durch Deklaration der klassen variablen mit privat erreicht. Das bedeutet, dass nur Methoden innerhalb der klasse auf diese Variablen zugreifen können. Die Methoden fungieren als Schnittstellen. Damit Verhindert man Manipulation oder z.B. versehentliches Löschen der Variablen."
"data1_40_004.txt";"verstecken der Variablen hinter der Implementierung der Methoden Variablen müssen private deklariert sein. die Methoden public es kann nur über die Methoden auf die Variablen zugegriffen werden Methode getNachname() gibt string machname aus schützt vor Datenmanipulation, vor unerwünschtem Zugriff, unerwünschter Veränderung der Variablen, ""versehentlichem"" verändern der Variablen  zugriff mit get...(); setzen mit set..();"
"data1_40_056.txt";"Auch Data Encapsulation genannt Man verhindert hier den direkten zugriff auf Variablen im Beispiel realisiert durch zB private (essenzielles Keyword). Auf Instanzvarablen kann nur mittels Methoden zugegriff. werden, die public deklariert sein müssen, vorteile: gewährleistet zB keine Datenmanipulation,..."
"data1_40_064.txt";"kein direkter Zugriff auf Variablen, nur via Methodenaufruf istangemeldet() und getNachname(); deklaration der Variablen als private ""Data Encapsulation"" genannt Damit kann man den Zugriff einschränken. Die Methoden können public sein"
"data1_40_077.txt";"Information Hiding verhindert, das aus anderen Klassen die Instanzvariablen der Klasse direkt referenziert werden können. In diesem Beispiel werden die Instanzvariablen nachname und angemeldet der Klasse Student als private deklariert. dh sie können nur innerhalb der eigenen Klasse geändert (referenziert) werden. Die Variable Vorname könnte auch außerhalb der eigenen Klasse referenziert werden ( Standardeinstellung. package). die Methoden istAngemeldet und getNachname werden als public deklariert. Dh sie können von der eigenen Klasse aber nicht von allen anderen Klassen aufgerufen werden. Diese beiden Methoden geben den Wert von angemeldet bzw. nachname vom jeweiligen aufrufenden Objekt zurück. I.H. verhindert Datenmanipulation aber auch irrtümmliche Änderung der Daten. Außerdem ermöglicht es eine Zugriffskontrolle."
"data1_40_088.txt";"Datenkapselung. Verstecken der Implementierung hinter den Methoden. kein Zugriff von außen möglich. Erreicht man in dem man Varieblen private deklariert. Zugriff nur über Methodenaufruf möglich. Dazu braucht man Methoden get und set die public definiert werden müssen. Über Methode get kommt man zu Wert d. Methode und set kann Wert verändern bzw. setzen."
"data1_40_100.txt";"""Information Hiding"" dient dazu die Sichtbarkeit und Zugriffsmöglichkeiten von Variablen zu beschränken. Hierzu werden innerhalb einer Klasse Variablen als ""private"" definiert (z.B.: private String nachname) und diese als Rückgaben einer mit ""public"" deklarierten Methode ausgegeben. Außerhalb der Klasse kann auf die Variable dadurch nur über die Methode zugegriffen werden."
"data1_40_108.txt";"Information Hiding ermöglicht es, den direkten Zugriff auf Variablen zu verhindern. bietet gewisse Sicherheit. Zum Beispiel: public class Pruefung { private int node; public void setNote(int note) { this.note = note; } public int getNote () { return note; } ermöglicht ""das Setzen"" d. Variable note auf einen best. Wert. note wird ausgelesen ... somit wird nie direkt auf note zugegriffen, sondern nur über d. Methoden getNote bzw setNote"
"data10_00_01.txt";"Implementierungsebene"
"data10_00_02.txt";"komponenten test system test Black box test white box test"
"data10_00_03.txt";"konzeptionelle ebene"
"data10_00_04.txt";"extern - test findet draußen statt intern - test findet drinnen statt gesamt - von allen und überall"
"data10_00_05.txt";"personengruppe stellt anforderungen beachten ist hierbei, daß auf bestimmte anforderungen geachtet wird: rechtliche rahmenbedingungen konkurrenzprodukte anforderungen der kunden kunde / benutzer test / qualitätssicherung"
"data10_05_06.txt";"anwendungsebene: letzte ebene, black box verfahren, kein vorwissen der internen struktur nötig einführungsebene: tests nahe am quellcode, wird als ganzes (-system) getestet entwicklungsebene: tests am qullcode, einzelne subsysteme werden getestet"
"data10_05_07.txt";"kompatibilitätstest: die einzelnen komponenten werden auf kompatibilität getestet integrationstest: einzelnen komponenten werden auf ihre integration in das gesamt modell getestet systemtest: test des gesamten systems"
"data10_05_08.txt";"white box verfahren: überprüfung der implementierung nahe am quellcode black box verfahren: erfüllt die software die spezifikation manuelle verfahren: überprüfung des quellcodes ohne ausführung des programmes"
"data10_05_09.txt";"white box test einige artikel des subsystems testen black box test einige subsysteme des systems testen conquest test ganzes system wie gesamtheit testen"
"data10_10_10.txt";"komponenten test: hier wird getestet ob die software-komponenten zusammenarbeiten integrationstest: hier wird getestet wie die einzelnen systeme zusammenarbeiten, sobald sie in das system integriert werden software test: hier wird software für sich getestet"
"data10_10_11.txt";"systemtest - test des quellcodes komponententest - code / kontext test integrationstest - test der spezifikation"
"data10_15_12.txt";"software test ist prozess, bei dem geprüft wird ob software bestimmten spezifikationen entspricht komplette fehlerfreiheit kann jedoch nicht nachgewiesen werden die diversen abstraktionsebenen der software-systeme bei denen getestet wird ist komponententest, integrationstest, systemtest testverfahren lassen sich in white box und black box unterteilen"
